p_val	avg_log2FC	pct.1	pct.2	p_val_adj
TMEM243	0.775257856609601	-0.0361266220760232	0.697	0.659	1
SUMO3	0.775984231734281	0.0450524723990093	0.961	1	1
PPRC1	0.776214358754948	0.0750434104004611	0.425	0.439	1
MSANTD2	0.776265999217321	0.0533275187160115	0.254	0.244	1
ATP5MF	0.777157597067342	-0.100315567419342	0.456	0.415	1
LSG1	0.778074909075157	0.0309535775660925	0.496	0.537	1
SLC35E4	0.778116015966423	-0.0282434672295452	0.061	0.073	1
UBR4	0.778251653379153	-0.0476461121398596	0.684	0.829	1
TTLL4	0.778700579967856	-0.0601864913255587	0.193	0.22	1
PCNA	0.778799745947563	0.0586969931144976	0.171	0.171	1
HAUS2	0.77892792267238	-0.069057011211752	0.333	0.366	1
PGAM1	0.779677070763839	-0.0386216768621646	0.127	0.146	1
CD302	0.779838655264487	-0.0435870574820263	0.706	0.683	1
NISCH	0.779932176448324	0.0742341483462825	0.855	0.951	1
LIN52	0.780282789358298	0.0385804720935647	0.202	0.195	1
THYN1	0.780303015535304	-0.0498927310618082	0.417	0.415	1
SRPK2	0.780454939247391	0.0804332996648688	0.566	0.659	1
RRP1B	0.780454939247391	0.0255962040315354	0.57	0.634	1
ZNF766	0.780486948565089	0.0554963798286268	0.281	0.293	1
MDM1	0.781035284449382	0.0494378644536671	0.189	0.171	1
CAB39	0.781733861014063	-0.153265483312826	0.557	0.659	1
RAB9A	0.782164513022184	0.0429647758538043	0.333	0.341	1
TTC1	0.782347976940212	-0.0702879444215873	0.627	0.659	1
PRKCE	0.782388834627288	-0.0393061193017266	0.281	0.341	1
ARFGAP2	0.782866488098667	0.0710232833362414	0.539	0.61	1
TCTN3	0.783160392392927	-0.069417420895145	0.421	0.439	1
LCMT2	0.783973121115361	0.0369469854272208	0.132	0.122	1
TMLHE	0.784109758758395	0.0694381605402155	0.421	0.488	1
R3HCC1	0.784324700698868	-0.104792702472593	0.342	0.366	1
CGRRF1	0.78439998348555	0.0341350249096853	0.105	0.098	1
CHCHD3	0.784699795566819	0.0351117539654866	0.531	0.585	1
RAB39B	0.784824905477946	0.0288789224588078	0.145	0.171	1
MAN2B2	0.785389398835263	-0.0706097694934265	0.289	0.317	1
CCNB1IP1	0.78561080864383	-0.0342393272513304	0.513	0.537	1
GALNT11	0.785655393188716	0.052040628426147	0.154	0.146	1
PHF2	0.785944472671577	-0.0343190734180192	0.671	0.732	1
TAS2R30	0.786428937328354	0.044375281930726	0.158	0.146	1
CSNK1D	0.786540334020184	0.0558829695916707	0.724	0.78	1
LMAN2L	0.786836971945622	-0.0504297379950953	0.228	0.244	1
CPD	0.787015371977004	-0.0337163004852201	0.171	0.195	1
NFE2L1	0.787398103409149	-0.030574867364993	0.579	0.683	1
RRP12	0.787549766023999	0.0736453950308333	0.882	0.902	1
TMED6	0.78817636060992	0.0353562046581673	0.057	0.049	1
ATP5MC1	0.788395924934611	-0.0632392752687018	0.544	0.61	1
SPATA5L1	0.788488128440629	0.0386589996409725	0.215	0.22	1
RTF1	0.788631053674106	-0.0252389679495089	0.697	0.805	1
THUMPD2	0.78870370031468	-0.0274787498466065	0.377	0.415	1
TRNAU1AP	0.788864068235343	-0.0734338054619711	0.461	0.488	1
SENP5	0.789005220233119	-0.0431683696700669	0.395	0.415	1
RNPEPL1	0.789072792039562	0.0626676929703143	0.846	0.902	1
KRR1	0.789227634385265	-0.0893991103342344	0.61	0.634	1
INSIG2	0.7892966256734	0.0397680622820729	0.268	0.268	1
RBM39	0.789350536900841	0.0612253706916217	0.93	0.927	1
YME1L1	0.789548199955936	0.0455460472103745	0.632	0.683	1
CARM1	0.789645170540543	0.0675409428389288	0.535	0.61	1
WASHC5	0.789813631208019	0.0356539661038804	0.478	0.512	1
WWOX	0.789817200750349	0.0982331490261776	0.693	0.707	1
TIMM17A	0.790036814573435	-0.120723469563417	0.575	0.61	1
C1orf216	0.790246358291316	0.0740629284679735	0.149	0.146	1
CNOT6L	0.790271704873023	-0.0873847436383023	0.61	0.659	1
NUP35	0.790731071574833	0.0402070145347543	0.105	0.098	1
ZNF564	0.790731071574833	0.0278463614006136	0.105	0.098	1
TLR6	0.790761184459933	0.0756938971929751	0.289	0.293	1
GOLGA5	0.790905545033499	-0.109526512937015	0.465	0.537	1
ARPC5L	0.791063615228497	-0.0575336538057691	0.667	0.756	1
YJU2	0.791111466180684	0.0509061494767743	0.636	0.634	1
RIMKLB	0.791337958488788	-0.0693568006281677	0.202	0.22	1
ANXA7	0.791410952483432	-0.0677161779694297	0.675	0.78	1
ORMDL2	0.791542549281387	0.0530621642875776	0.412	0.439	1
PRKRA	0.791544670517425	0.049475097074458	0.658	0.732	1
RNF103	0.791622613587628	0.0250199911506458	0.482	0.488	1
LRPPRC	0.791628305884796	-0.103324777059567	0.702	0.683	1
EIF4EBP1	0.791641022870078	-0.0467139582664954	0.596	0.683	1
SNX33	0.791912624611129	0.0401368089296126	0.083	0.073	1
NPHP3	0.79223592291367	-0.0903988658526955	0.342	0.366	1
URI1	0.792400550572586	-0.0500512062719598	0.768	0.805	1
STK19	0.792424918033874	0.0401527932369873	0.219	0.268	1
UTP4	0.79260255267413	0.0275680070946029	0.263	0.268	1
TECPR1	0.792936680383445	-0.0468981076506578	0.404	0.463	1
PAQR8	0.793226349857619	-0.0329446214439847	0.338	0.39	1
PIK3C2A	0.793354885294412	-0.0499357610023917	0.298	0.317	1
UTP6	0.793413028132398	-0.132169144555933	0.781	0.805	1
HMGN3	0.793563431545365	0.0348190056508286	0.789	0.829	1
MTDH	0.793577708287059	0.0650267617935332	0.956	0.951	1
LSM14B	0.793632226937931	0.0401383591778202	0.522	0.488	1
CTSK	0.793709473220462	0.0480917732562382	0.154	0.146	1
PGBD4	0.793901830091372	0.0578674267446688	0.105	0.098	1
RAB21	0.794406252911027	-0.074839909412834	0.732	0.805	1
TSHZ1	0.794729386565285	0.0405190993498055	0.325	0.341	1
ARAP2	0.794877116955526	-0.0498185794984509	0.351	0.341	1
CEP19	0.795450475744354	0.0455745153081265	0.083	0.073	1
ADAR	0.796084507889336	0.0436464763152211	0.939	0.927	1
BMPR2	0.796156373129556	-0.0357543560728658	0.351	0.39	1
NUP155	0.796746961412983	0.075564620552604	0.325	0.341	1
ADAT1	0.797760862500108	0.0751980376845624	0.373	0.415	1
TYROBP	0.79777562927577	-0.106871955075897	0.939	0.976	1
SCAF11	0.797781575885709	-0.0774897414210427	0.947	0.976	1
MARCH6	0.798271425433724	-0.0805035446137039	0.645	0.78	1
DDX41	0.79828699711364	0.0331631031094332	0.289	0.268	1
CCDC120	0.798781967530697	-0.0691483708427337	0.136	0.146	1
ATP2A1	0.798992537544849	0.0365503734881653	0.083	0.073	1
VAV3	0.799200560562473	0.0505332640977394	0.693	0.707	1
MTMR6	0.799299672005244	-0.0269177660970537	0.5	0.561	1
GGA1	0.799999657465102	0.0481212685461478	0.404	0.439	1
SBNO1	0.80019666601181	-0.0262419116512604	0.504	0.537	1
CNIH2	0.800863526199105	0.0275228527971736	0.057	0.049	1
ADCY4	0.800863526199105	0.0331252547633537	0.057	0.049	1
ZNF678	0.800990096089207	0.0342982338181604	0.175	0.171	1
HARS	0.800991965007848	-0.0253231318173841	0.61	0.707	1
SH3BP1	0.801198023073513	-0.165486752586714	0.732	0.805	1
TNFRSF11A	0.801219388030657	0.111736153088044	0.211	0.22	1
PIGS	0.801471586054967	-0.0447352517911008	0.759	0.756	1
DHX37	0.80166618648685	0.0677173453185568	0.496	0.488	1
IFT52	0.801882404411431	0.0777817225676845	0.294	0.317	1
ZCCHC9	0.801928329666543	0.101780328280993	0.311	0.317	1
RBM22	0.802053668248273	-0.0775107046720364	0.61	0.61	1
PALM2-AKAP2	0.802254490350127	-0.0324327922825648	0.211	0.195	1
BLOC1S3	0.802400897039923	0.0687385218866485	0.158	0.146	1
SLAIN2	0.802569562429907	-0.0391062058062975	0.487	0.537	1
SETDB2	0.80261953175397	0.0338085297914309	0.636	0.683	1
MOSPD2	0.802756043420363	-0.0387598057333785	0.224	0.244	1
SLC25A44	0.802821964176709	-0.038617303322238	0.395	0.439	1
SIGLEC14	0.803070744256981	-0.0312352429807863	0.807	0.854	1
PM20D2	0.803413134758023	0.0507706534576173	0.351	0.366	1
C7orf25	0.803434363659006	0.0308432693642483	0.101	0.122	1
AGTRAP	0.803572285820337	-0.0280386640565548	0.132	0.146	1
PSMD14	0.803869861260733	0.0551873166832725	0.193	0.195	1
DCUN1D2	0.803906113071738	0.0316947044194829	0.228	0.22	1
MTFR1	0.80397766597061	0.0349743379293979	0.373	0.39	1
ICAM1	0.804025150266488	0.107515088081615	0.548	0.561	1
MAVS	0.804131058437935	-0.0692117704169843	0.724	0.707	1
HOMER2	0.804642747785579	-0.0335743925537081	0.061	0.049	1
MED9	0.805013202057517	0.0376656441804453	0.224	0.22	1
SRGAP3	0.805104462584947	0.0256707311844967	0.057	0.049	1
OSTF1	0.805310588065711	0.0481701412355304	0.912	0.902	1
SFXN1	0.805886145463887	-0.0429905030921673	0.276	0.317	1
PHF11	0.806032311754484	-0.0622318050263729	0.614	0.659	1
SASS6	0.806089014307998	0.0295111901165998	0.083	0.073	1
DNAJA3	0.806134109958618	-0.0586795904792635	0.482	0.488	1
UGGT1	0.806361233389636	0.0463350612494953	0.649	0.829	1
BCL2L12	0.806854705777116	0.0735205796744562	0.259	0.268	1
TWISTNB	0.806989895235895	0.0328600021671871	0.373	0.439	1
IFNAR1	0.807096205331761	0.027040176764535	0.693	0.756	1
ZFY	0.807181553985465	0.0430594201215075	0.154	0.146	1
ZNF180	0.807528204533604	0.0591519581233236	0.127	0.122	1
FAM204A	0.807566049369648	-0.040723813808952	0.535	0.634	1
CLK1	0.807904475061824	-0.0919911592175922	0.965	0.927	1
CRCP	0.808052825736551	0.0466357609365884	0.395	0.415	1
SCARF1	0.808171216582262	-0.0748085024897921	0.083	0.098	1
RSPRY1	0.808842721470295	-0.0451338887480679	0.5	0.61	1
STMP1	0.809168133887115	-0.0384920736234748	0.715	0.732	1
CHRAC1	0.80949133062355	-0.0357129671503097	0.57	0.659	1
NLRP3	0.80953192872953	0.0887832821640499	0.355	0.39	1
DIS3	0.809972862049845	-0.075169314283541	0.575	0.585	1
PNMA1	0.810455035159321	0.0607884964567562	0.127	0.122	1
SUDS3	0.810515163071184	0.0321947883847626	0.351	0.415	1
TRIM32	0.810529993255712	-0.0595125281530072	0.18	0.195	1
RFNG	0.810733584418219	0.0280600699743168	0.294	0.366	1
PEX6	0.810853465689977	0.0268586466181122	0.382	0.39	1
GPR107	0.810907074310311	-0.110703703294594	0.509	0.585	1
ITPA	0.811048920673495	-0.0563206425278782	0.662	0.659	1
CASTOR1	0.81132939653944	-0.0358396050173126	0.127	0.146	1
KRCC1	0.811597356698371	0.0262990951144471	0.5	0.537	1
NAXD	0.811772994554998	0.0743004166872057	0.206	0.22	1
MTM1	0.811794717270788	0.0503072097392037	0.61	0.634	1
RAB11A	0.81193532850331	-0.0532368126610632	0.531	0.561	1
SSU72	0.811965606507722	0.074959631977432	0.452	0.488	1
MAPK7	0.812031355234465	0.0845927112936015	0.149	0.146	1
TMEM230	0.812322853086661	-0.0410855600042822	0.452	0.512	1
PWWP2A	0.812432415157107	0.0477064068577941	0.5	0.61	1
IMMP1L	0.812775921388614	0.0356677632577932	0.132	0.122	1
UQCRC2	0.812826841973115	-0.0354625682302654	0.618	0.61	1
SWT1	0.81299622659935	0.0552350763176034	0.105	0.098	1
CSTF2T	0.813259055460904	-0.0300298158581158	0.645	0.683	1
SUPT20H	0.813558039555219	-0.0881042280024773	0.596	0.585	1
WDR53	0.813831862622325	0.0622359115701484	0.197	0.195	1
CRBN	0.814149875569434	-0.0361388831735681	0.412	0.439	1
BCOR	0.814753747658663	-0.101718364476183	0.518	0.561	1
ZBTB1	0.814757742806557	0.036284289840872	0.728	0.805	1
SIGLEC5	0.815008206406609	-0.104182755457054	0.36	0.39	1
LZIC	0.815206394909442	0.0328638798093641	0.5	0.537	1
CEP162	0.815272762953919	-0.0274397352316644	0.202	0.22	1
MBD2	0.815456493244491	-0.033127374822977	0.899	0.976	1
TTC9C	0.816103166933133	-0.053842605730918	0.456	0.561	1
CHCHD7	0.816209730329861	0.0576788012021594	0.434	0.439	1
WNK1	0.816669393348668	-0.0558575346116135	0.816	0.829	1
GYG1	0.817492561782913	0.044633888570906	0.338	0.366	1
ATG16L1	0.817707217821015	-0.0361221817282287	0.316	0.341	1
RAD1	0.817775478388411	-0.0614377758699324	0.211	0.22	1
DNAJB14	0.818084465147373	-0.0426088151752929	0.526	0.488	1
PRDM10	0.8184438532266	-0.0345103664017417	0.189	0.195	1
FXR2	0.818578465844811	0.0653606093158995	0.39	0.439	1
PCYT2	0.818653198120336	0.0645994215755373	0.325	0.366	1
STAG1	0.818765340681655	-0.0298831287630257	0.763	0.854	1
NOL11	0.819252034424924	-0.0608751033676673	0.342	0.415	1
TTLL12	0.819994918183695	0.0294268671446287	0.373	0.366	1
SRM	0.820367476153976	-0.0948762725340282	0.772	0.756	1
BTN3A2	0.820453620991564	-0.093618650392757	0.307	0.341	1
COQ8B	0.820453620991564	0.042532227553607	0.311	0.317	1
MINDY3	0.820799362982031	-0.078986997484875	0.281	0.293	1
RESF1	0.820815640653411	-0.0574751745484816	0.702	0.707	1
GLRX5	0.820873436225125	0.0341708442085703	0.395	0.488	1
TMEM41B	0.8210957754434	0.0406622184372346	0.526	0.61	1
CBFA2T3	0.821451662183045	0.0281478298757807	0.996	1	1
LILRA5	0.821678927357231	-0.0310007169201535	0.518	0.537	1
NFU1	0.821760795018687	-0.0387643947567773	0.294	0.317	1
ZDHHC20	0.821904610397381	-0.0543260224120961	0.395	0.439	1
NDUFB11	0.822072125249053	0.0287105141703843	0.846	0.951	1
MAPK3	0.822087634016599	-0.0425661837339936	0.342	0.366	1
ARHGEF11	0.82212442230718	0.0354644091354907	0.057	0.049	1
FAM78A	0.822132685722216	0.0549417770510396	0.421	0.415	1
SLC39A10	0.822661520874244	0.0337008878987444	0.61	0.561	1
ZNF841	0.823719395800518	0.0618182848980547	0.268	0.293	1
NEK7	0.824165497650202	0.0466620544499727	0.706	0.659	1
OPA1	0.824393316508779	-0.131948383555783	0.64	0.683	1
TMEM156	0.824803213226111	0.0321382109748012	0.263	0.317	1
ARL4C	0.824845273844167	0.0314093855349027	1	0.976	1
TNPO3	0.824892998875516	-0.0478292938154636	0.539	0.561	1
HPS1	0.825026100335615	0.0264070065433657	0.693	0.732	1
RSPH3	0.825469758356429	0.0545683132158479	0.175	0.195	1
SQOR	0.825832766667282	0.0437161779420919	0.447	0.512	1
ZNF354B	0.826138100514232	0.0341326188117989	0.154	0.146	1
LPAR1	0.826392861709885	0.0295646826878037	0.057	0.049	1
RRP1	0.826488435530519	0.0676246253976073	0.478	0.537	1
ZNF800	0.827003509158098	-0.0721336016760392	0.706	0.732	1
SCRN2	0.827341080775936	-0.0272458939182882	0.289	0.317	1
STK40	0.827614995335928	-0.0815640434380267	0.636	0.659	1
USP39	0.82779099127397	-0.0299641138607402	0.39	0.366	1
PPIP5K1	0.828158503595505	-0.0473810671797698	0.18	0.195	1
CDK5RAP3	0.828189553633766	0.0622397830377621	0.908	0.951	1
PAM16	0.828487545873052	0.0571703328944668	0.561	0.659	1
ZNF426	0.828512265804133	0.0256579767942336	0.206	0.195	1
LARS	0.82874750242881	-0.0512675757205467	0.829	0.902	1
BSDC1	0.828748500843353	0.0279323456453471	0.746	0.829	1
DPF2	0.828765635036873	0.0475731480917225	0.667	0.732	1
TTC12	0.829511427916895	-0.0385733056793454	0.162	0.146	1
RWDD1	0.829689922583517	-0.0712706388005689	0.43	0.488	1
ATIC	0.830072913377025	-0.0671602434153101	0.566	0.61	1
DTNA	0.830108324344402	0.0392167918354583	0.061	0.073	1
DENND4A	0.830137896633408	-0.0967007257990858	0.452	0.463	1
EI24	0.830651203889954	0.0251516339727399	0.408	0.488	1
PRDM15	0.830773137605256	0.0282988861873931	0.215	0.22	1
NSUN4	0.831971259541913	-0.0650511364197773	0.482	0.512	1
PMS1	0.831981624966676	-0.0953597956314148	0.421	0.439	1
KLF3	0.832060738964346	0.0298182298288747	0.75	0.756	1
UNC13D	0.832092779078071	-0.0319547716921553	0.627	0.732	1
TMEM71	0.832202445201207	0.0390385007885099	0.101	0.122	1
ZNF839	0.832209434214268	0.0640689127137248	0.307	0.317	1
TUFM	0.832472212356728	-0.0497360059323164	0.934	0.951	1
SELENOH	0.832492131193442	-0.0630305890342115	0.974	1	1
STX2	0.832683665522639	0.0391811496070564	0.268	0.268	1
TMC6	0.832781693449342	-0.0796770028174152	0.654	0.732	1
TNPO2	0.832876834816957	0.0826147579458276	0.579	0.683	1
XPO6	0.832885861536727	-0.0638575815279834	0.487	0.488	1
MFSD6	0.832920970558181	0.0285446824127912	0.224	0.22	1
ATP5PF	0.833211906527754	0.0338387153085844	0.355	0.39	1
POFUT1	0.833221543583256	-0.0521905670866125	0.36	0.415	1
RPE	0.833495190763851	-0.0759064544446754	0.412	0.463	1
NELFB	0.83362072740866	-0.0666581517639941	0.513	0.585	1
REV3L	0.833962845457836	0.0303357593067528	0.149	0.146	1
APEX1	0.835045317100283	-0.0269624605351027	0.978	1	1
SPRY3	0.835413575702595	0.0381417765234903	0.105	0.098	1
TSEN15	0.835420990467044	0.0365478045580018	0.171	0.171	1
HSPB1	0.835753073336909	0.0688512141836857	0.32	0.341	1
HNRNPDL	0.835876789620407	0.0351300335452795	0.93	0.976	1
EIF1B	0.835907685310205	-0.05825317558164	0.724	0.732	1
MORC3	0.835936204164274	-0.0763688393352959	0.772	0.854	1
MXD1	0.836598124400031	-0.0330316554454455	0.373	0.415	1
NCKAP5L	0.836675992478203	-0.0552106657431215	0.89	0.976	1
ZNF263	0.837187656804459	-0.0402250803666788	0.478	0.512	1
MTIF2	0.837410840611826	-0.104491635552693	0.539	0.561	1
ANKRD13C	0.837667318239894	0.0530976344252634	0.342	0.439	1
SIRPA	0.838237775783783	0.0253870587891291	0.202	0.195	1
SCAP	0.838254521973729	0.0256161545052803	0.491	0.537	1
OSBPL2	0.83837941409847	-0.0483686527506354	0.425	0.463	1
TRMT10A	0.83844751816525	-0.0390752467001359	0.066	0.073	1
PNMA3	0.83844751816525	-0.0489817995117865	0.066	0.073	1
MOSPD1	0.838627452139936	0.0276026075887241	0.105	0.098	1
UBAP1	0.839001675454737	-0.0364255636805438	0.5	0.561	1
NOMO1	0.839366845452715	0.0354794337013365	0.232	0.244	1
PPIL4	0.839406045173382	-0.0536730416275583	0.43	0.512	1
LARP4	0.839518988033163	-0.0374678505249406	0.693	0.683	1
ZNHIT2	0.839537557916563	0.0588254181543024	0.184	0.171	1
GTF3C6	0.839611214450758	-0.0993431867351803	0.588	0.585	1
RALGDS	0.839656332252552	-0.0904787432504792	0.355	0.366	1
MMS19	0.84057540900674	-0.039208835396041	0.504	0.512	1
ZNF260	0.840674080619807	0.0342321388419916	0.202	0.195	1
UBA7	0.840792690841029	-0.0492234422132694	0.667	0.707	1
MEIS1	0.840813081865057	0.0310093877686305	0.189	0.195	1
SAT2	0.841053699498174	0.0338486094478353	0.504	0.561	1
TMEM8A	0.841390690000225	0.0359215799860724	0.487	0.512	1
COMMD8	0.84152153567035	-0.0634118402282168	0.158	0.171	1
CNEP1R1	0.841906432137503	0.0868628051415044	0.32	0.341	1
RPIA	0.842148721150317	0.0372340956601556	0.461	0.561	1
PHF20	0.842626074853478	-0.0330142693275358	0.404	0.488	1
THOC7	0.842779968305077	-0.121862119235031	0.64	0.707	1
SORBS3	0.842932935999778	-0.0335981877338783	0.316	0.366	1
OPA3	0.843124667403183	0.0493900424281786	0.162	0.195	1
AXIN1	0.843321804909742	0.119028919127665	0.518	0.537	1
FNBP4	0.843519388242411	0.0383559665766913	0.917	0.902	1
PSMA2	0.843821395301586	-0.0270221992915424	0.627	0.634	1
NCBP2AS2	0.844884408286413	0.104710416234881	0.491	0.561	1
NDUFA3	0.844982760195731	-0.0256698593482976	0.833	0.902	1
ZNF514	0.844984314245866	0.0640810537153037	0.215	0.22	1
DYRK1A	0.845286216939673	0.058672268329466	0.627	0.756	1
ZNF568	0.845533260140683	-0.035290824335879	0.162	0.146	1
PRDX4	0.845551248510968	0.0286139001392311	0.197	0.22	1
TULP3	0.845765400874354	0.0492497971335515	0.079	0.073	1
HNRNPH3	0.845987367196101	0.059139593307884	0.886	0.829	1
CREBRF	0.846571211295464	-0.047521870621902	0.544	0.561	1
ANKRD13A	0.847452080085093	-0.0479869788262216	0.667	0.634	1
NSD1	0.847548692736108	-0.0251960911357123	0.838	0.878	1
GAS8	0.848285035434382	0.0250149614648336	0.105	0.098	1
C2orf69	0.848695131348713	0.0366394005961238	0.259	0.268	1
TPGS1	0.84875180169417	0.0481757439505976	0.509	0.585	1
METTL5	0.848879212983151	0.0480076972422837	0.307	0.317	1
BBOF1	0.84893666788113	-0.0786597014088024	0.092	0.098	1
JOSD1	0.848945188569137	0.0349718094772732	0.408	0.439	1
ZNF518B	0.849548116918387	0.0336363505759749	0.184	0.22	1
CD200	0.849690972301011	-0.10745192040975	0.167	0.171	1
PRR14	0.849992977926748	0.0490712943082132	0.68	0.78	1
MARK3	0.850155400172943	-0.0872152287861132	0.759	0.732	1
MARS2	0.850318765678634	0.0255233892670448	0.061	0.073	1
ZFP30	0.850434342216657	0.0355306300939142	0.202	0.195	1
NEDD8	0.85056238285703	-0.0467456628271002	0.711	0.805	1
PTGR1	0.850608748872989	0.0362021126194047	0.105	0.122	1
ZER1	0.851037786960998	0.0411632491521805	0.504	0.561	1
ZNF566	0.851816504810773	-0.036842945483293	0.114	0.122	1
AP3S2	0.851860991297646	-0.0319155379834473	0.447	0.512	1
CXorf56	0.851926693754126	0.0326283426249461	0.43	0.463	1
GABPA	0.851962984826058	-0.073279538974127	0.364	0.39	1
ATXN7L1	0.852002003919468	0.0309259541101217	0.268	0.293	1
NYNRIN	0.852656294052523	-0.210857575335429	0.136	0.146	1
EIF2D	0.852713264949823	-0.115631464966531	0.614	0.561	1
POLR3H	0.852845417317982	0.0289823930738753	0.412	0.488	1
AGO3	0.852852135142597	0.027613312308965	0.539	0.585	1
FAM102A	0.85289409653089	-0.0459157422653104	0.14	0.146	1
SDCCAG8	0.853071083573617	-0.0271534838821049	0.504	0.585	1
ATG9A	0.853981040620693	0.0365098847527038	0.298	0.317	1
RAB3A	0.854214742419476	-0.030143978054452	0.066	0.073	1
HOOK2	0.854653527283757	0.0417995762715971	0.127	0.122	1
IRF1	0.855095056864625	-0.0657028278477589	0.803	0.902	1
MKKS	0.855268053537553	0.0603261328922765	0.325	0.415	1
COX7A2L	0.855384209907113	0.0347131300364216	0.873	0.878	1
SMIM19	0.855392375104035	0.0293276139546809	0.434	0.415	1
RNF34	0.856024283463516	0.0383240538010912	0.149	0.146	1
GPR108	0.856173550189718	-0.0690738545243416	0.377	0.39	1
SMIM8	0.856191852678298	0.038461876909997	0.171	0.195	1
TRIP4	0.856322527761365	-0.035095838494123	0.412	0.463	1
VTI1A	0.856530811295208	-0.0658255238675436	0.671	0.707	1
GMEB1	0.856605371472187	0.0334468933194578	0.408	0.439	1
TMEM9	0.857277595244091	0.0474866440051002	0.281	0.293	1
BCAP31	0.857595059182397	-0.037749690469923	0.719	0.805	1
DAB2	0.858095282738759	-0.0771899410358525	0.987	0.927	1
ZNF567	0.858301660966693	0.0718363568762091	0.189	0.195	1
CEP192	0.859053807849838	-0.0519827213632295	0.443	0.512	1
MGMT	0.859332804369891	0.102696232839773	0.298	0.366	1
MIER1	0.859682189468857	-0.0291831852903248	0.75	0.805	1
NGRN	0.859756566878813	0.0478757443510684	0.211	0.195	1
MPZL3	0.860624446536611	0.0419928192992064	0.193	0.195	1
RNASEH2C	0.861029503417523	-0.0618724719218101	0.364	0.341	1
GPR132	0.861154939097	0.0895181489640074	0.588	0.634	1
ENTR1	0.8611653517102	0.0272312652021079	0.351	0.366	1
SLC25A19	0.861293446133246	0.059202570090907	0.254	0.268	1
ARL10	0.862120658136596	-0.0380808218587222	0.066	0.073	1
